,artists
17146,"['Dirt Rock Empire', 'Nate Kenyon', 'The Lacs']"
17147,"['Lil Peep', 'Horse Head']"
17148,['Sleep Tight']
17149,['Sabrina Claudio']
17150,"['EARTHGANG', 'JID']"
17151,"['Drake', 'Black Coffee', 'Jorja Smith']"
17152,"['David Guetta', 'Justin Bieber']"
17153,['SOB X RBE']
17154,['Tom Walker']
17155,['Rain Makers']
17156,['Lush Rain Creators']
17157,['Burbank']
17158,"['Ramirez', '$uicideBoy$']"
17159,['JP Cooper']
17160,"['Miguel', 'Natalia Lafourcade']"
17161,['Carly Pearce']
17162,['Wp Sounds']
17163,"['Big Sean', 'Metro Boomin', 'Kash Doll']"
17164,['NEIL FRANCES']
17165,"['Tinlicker', 'Helsloot']"
17166,['Dan Stevens']
17167,['Sam Tinnesz']
17168,['Natural Sound Selections']
17169,"['2 Chainz', 'Gucci Mane', 'Quavo']"
17170,"['Ro Ransom', 'Y2K']"
17171,['Yella Beezy']
17172,"['Lil Baby', 'Moneybagg Yo']"
17173,['guccihighwaters']
17174,['Hey Violet']
17175,"['Cashmere Cat', 'Ariana Grande']"
17176,"['Imaginary Future', 'Kina Grannis']"
17177,"['Daddy Yankee', 'Bad Bunny']"
17178,"['Chris Jeday', 'J Balvin', 'Ozuna', 'Arcangel']"
17179,['Hollow Coves']
17180,"['Billie Eilish', 'Astronomyy']"
17181,['Brennan Savage']
17182,"['Jorja Smith', 'Preditah']"
17183,"['Verzache', 'Swell']"
17184,"['Romeo Santos', 'Daddy Yankee', 'Nicky Jam']"
17185,['Chill Bees']
17186,"['Billie Eilish', 'Vince Staples']"
17187,"['Migos', 'Travis Scott']"
17188,['Engelwood']
17189,"['Linkin Park', 'Kiiara']"
17190,['The Glorious Sons']
17191,['Danny Ocean']
17192,['Rain Man Sounds']
17193,"['Lou Monte', ""Joe Reisman's Orchestra and Chorus""]"
17194,"['FKJ', '((( O )))']"
17195,['Kid Quill']
17196,['Selective Sounds PTA']
17197,['DeJ Loaf']
17198,"['ODESZA', 'WYNNE', 'Mansionair']"
17199,"['KYLE', 'Kodak Black']"
17200,"['Selena Gomez', 'Gucci Mane']"
17201,['Kid Francescoli']
17202,['Empty Fields']
17203,"['Calvin Harris', 'Frank Ocean', 'Migos', 'Funk Wav']"
17204,"['Gucci Mane', 'Offset']"
17205,"['China Anne McClain', 'Thomas Doherty', 'Dylan Playfair']"
17206,['Tank']
17207,"['blackbear', 'lil aaron']"
17208,['Frostydasnowmann']
17209,"['Louis Tomlinson', 'Bebe Rexha', 'Digital Farm Animals']"
17210,['Masego']
17211,['Scarlxrd']
17212,['Benjamin Bratt']
17213,['Mike Sherm']
17214,['In Love With a Ghost']
17215,['Saib']
17216,['Bryce Fox']
17217,"['Justin Bieber', 'BloodPop®']"
17218,"['Ben Platt', 'Kristolyn Lloyd', 'Will Roland', 'Laura Dreyfuss', 'Original Broadway Cast of Dear Evan Hansen']"
17219,"['Bad Bunny', 'Mambo Kingz', 'DJ Luian', 'Arcangel', 'Almighty', 'Bryant Myers', 'Noriel', 'Baby Rasta', 'Brytiago']"
17220,['The Wrecks']
17221,"['Carlos Vives', 'Shakira']"
17222,['frad']
17223,['90sFlav']
17224,['Iamjakehill']
17225,['Shoffy']
17226,"['KHEA', 'Bad Bunny', 'Duki', 'Cazzu']"
17227,"['Mozzy', 'Iamsu!', 'Yo Gotti', 'DeJ Loaf']"
17228,['Rain Sounds For Sleep']
17229,"['Meek Mill', 'Jeremih', 'PnB Rock']"
17230,"['Only The Family', 'Lil Durk']"
17231,['El de La Guitarra']
17232,['Fatboibari']
17233,['Kamil']
17234,"['Metro Boomin', 'Swae Lee', 'Travis Scott']"
17235,['Lil Donald']
17236,"['Ozuna', 'Romeo Santos']"
17237,"['Rich The Kid', 'Kendrick Lamar']"
17238,"['Travis Scott', 'Lil Uzi Vert', 'Kanye West']"
17239,"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']"
17240,"['Migos', 'Post Malone']"
17241,"['pxzvc', 'Shiloh Dynasty']"
17242,"['Diplo', 'French Montana', 'Lil Pump', 'Zhavia Ward']"
17243,"['Quavo', 'Drake']"
17244,"[""Jack Stauber's Micropop""]"
17245,['Papithbk']
17246,"['Troye Sivan', 'Ariana Grande']"
17247,['Jay Rock']
17248,"['Future', 'Juice WRLD', 'Young Scooter']"
17249,"['Zedd', 'Elley Duhé']"
17250,"['Alan Walker', 'Au/Ra', 'Tomine Harket']"
17251,"['The Weeknd', 'Gesaffelstein']"
17252,"['Tory Lanez', 'Rich The Kid', 'Lil Wayne']"
17253,"['Lil Yachty', 'Playboi Carti']"
17254,"['David Lee Murphy', 'Kenny Chesney']"
17255,"['Bad Bunny', 'Diplo', 'Nitti Gritti']"
17256,"['Doobie', 'Caskey']"
17257,"['Dierks Bentley', 'Brothers Osborne']"
17258,"['Cuco', 'Clairo']"
17259,"['Shotgun Willy', 'TRAQULA']"
17260,"['Herencia de Patrones', 'Fuerza Regida']"
17261,"['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']"
17262,"['Joji', 'Trippie Redd']"
17263,"['6ix9ine', 'Tory Lanez']"
17264,"['5 Seconds of Summer', 'Julia Michaels']"
17265,"['Young Dolph', 'Key Glock']"
17266,"['Lost Kings', 'Norma Jean Martine']"
17267,"['Kygo', 'Miguel']"
17268,['iKON']
17269,"['JID', 'J. Cole']"
17270,"['Metro Boomin', 'Offset', 'Drake']"
17271,"['Lauv', 'Julia Michaels']"
17272,"['Nipsey Hussle', 'YG']"
17273,"['Mark Ronson', 'Miley Cyrus']"
17274,"['Powfu', 'Sarcastic Sounds']"
17275,"['Clean Bandit', 'Julia Michaels']"
17276,"['Playboi Carti', 'Travis Scott']"
17277,"['Alex Rose', 'Rauw Alejandro', 'Lenny Tavárez', 'Cazzu', 'Lyanno']"
17278,"['Maroon 5', 'Kendrick Lamar']"
17279,"['XXXTENTACION', 'Matt Ox']"
17280,['88GLAM']
17281,['Omar Apollo']
17282,['Hannah Kerr']
17283,"['A$AP Rocky', 'FKA twigs']"
17284,['Jordy Searcy']
17285,['Roderick Porter']
17286,"['A Boogie Wit da Hoodie', 'Young Thug']"
17287,"['French Montana', 'Drake']"
17288,"['T3R Elemento', 'Gerardo Ortiz']"
17289,"['Joyner Lucas', 'Chris Brown']"
17290,"['Kali Uchis', 'Steve Lacy']"
17291,"['Nipsey Hussle', 'Kendrick Lamar']"
17292,"['James Arthur', 'Anne-Marie']"
17293,"['Ozuna', 'Cardi B']"
17294,"['Becky G', 'Natti Natasha']"
17295,"['Fukkit', 'Dutchman']"
17296,['Hobo Johnson']
17297,['Nina Nesbitt']
17298,['Pouya']
17299,"['Kygo', 'Sandro Cavazza']"
17300,['Videoclub']
17301,"['A Boogie Wit da Hoodie', 'Tyga', 'Offset']"
17302,['chloe moriondo']
17303,"['YoungBoy Never Broke Again', 'Kevin Gates']"
17304,"['Kendrick Lamar', 'Travis Scott']"
17305,['Sure Sure']
17306,['nilu']
17307,"['YoungBoy Never Broke Again', 'Kevin Gates', 'Quando Rondo']"
17308,"['DJ Khalil', 'Denzel Curry', 'Cordae', 'Swavay', 'Trevor Rich']"
17309,"['Ozuna', 'Manuel Turizo']"
17310,['SEBASTIAN PAUL']
17311,"['Martin Garrix', 'Khalid']"
17312,"['Bhad Bhabie', 'Lil Yachty']"
17313,"['Lenin Ramírez', 'Gerardo Ortiz', 'Jesús Chairez']"
17314,['Ellise']
17315,"['Meek Mill', 'Ella Mai']"
17316,['Raymix']
17317,"['Kygo', 'Imagine Dragons']"
17318,['FISHER']
17319,"['Jay Rock', 'Jeremih']"
17320,['Ingrid Andress']
17321,"['Khalid', 'A Boogie Wit da Hoodie']"
17322,"['Halsey', 'Juice WRLD']"
17323,"['Roddy Ricch', 'A Boogie Wit da Hoodie']"
17324,"['Anuel AA', 'KAROL G']"
17325,"['Marc E. Bassy', 'blackbear']"
17326,"['Avicii', 'Aloe Blacc']"
17327,"['Cousin Stizz', 'City Girls']"
17328,['WYS']
17329,"['Boy In Space', 'unheard']"
17330,['Hi Freq Samples']
17331,"['Mulatto', 'Trina', 'Saweetie']"
17332,"['Kacey Musgraves', 'Troye Sivan']"
17333,"['Billie Eilish', 'Justin Bieber']"
17334,"['Travis Scott', 'ROSALÍA', 'Lil Baby']"
17335,"['Ozuna', 'Daddy Yankee', 'J Balvin', 'Farruko', 'Anuel AA']"
17336,['Travis Denning']
17337,"['Trippie Redd', 'DaBaby']"
17338,['Josh A']
17339,"['Rod Wave', 'Kevin Gates']"
17340,"['Promoting Sounds', 'Powfu', 'Ouse']"
17341,['Kameron Marlowe']
17342,"['Myke Towers', 'Farruko', 'Arcangel', 'Sech', 'Zion']"
17343,"['Jasiah', 'Yung Bans']"
17344,"['J Balvin', 'Bad Bunny', 'Marciano Cantero']"
17345,['Sofi Tukker']
17346,"['Major Lazer', 'Khalid', 'Death Stranding: Timefall', 'Diplo']"
17347,['WNX']
17348,"['Lil Tjay', 'Jay Critch']"
17349,['MAMAMOO']
17350,['gnash']
17351,"['Loud Luxury', 'Bryce Vine']"
17352,"['SHAED', 'ZAYN']"
17353,"['Big Wild', 'Rationale']"
17354,"['SAINt JHN', 'A Boogie Wit da Hoodie']"
17355,"['BTS', 'Lauv']"
17356,['Lil Keed']
17357,['deadman 死人']
17358,['Bktherula']
17359,"['Becky G', 'Bad Bunny']"
17360,"['Gucci Mane', 'Megan Thee Stallion']"
17361,"['Gryffin', 'Maia Wright']"
17362,['YNG Martyr']
17363,"['Ghostemane', 'Parv0']"
17364,['Lil Kapow']
17365,"['Brooks & Dunn', 'Kacey Musgraves']"
17366,['Dee Watkins']
17367,"['NF', 'Sasha Sloan']"
17368,"['Major Lazer', 'J Balvin', 'El Alfa', 'Diplo']"
17369,['Aries']
17370,['Jaah SLT']
17371,"['R3HAB', 'A Touch Of Class']"
17372,['LÉON']
17373,['Kinneret']
17374,['jagger finn']
17375,"['Ari Lennox', 'J. Cole']"
17376,"['Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex']"
17377,"['James Bay', 'Julia Michaels']"
17378,"['Grupo Firme', 'Luis Alfonso Partida El Yaki']"
17379,['WayV']
17380,"['Ty Dolla $ign', 'J. Cole']"
17381,"['YUNGBLUD', 'Halsey', 'Travis Barker']"
17382,['Fame on Fire']
17383,['Tiny Meat Gang']
17384,['Souly Had']
17385,"['Juice WRLD', 'Brent Faiyaz']"
17386,"['Dreamville', 'EARTHGANG', 'J. Cole', 'Smino', 'Saba']"
17387,['Gemma Casimaty']
17388,"['Juice WRLD', 'Young Thug']"
17389,"['Sia', 'Diplo', 'Labrinth', 'LSD']"
17390,"['League of Legends', 'Cailin Russo', 'Chrissy Costanza']"
17391,['Jack & Jack']
17392,"['Polo G', 'Lil Baby', 'Gunna']"
17393,"['Bazzi', '21 Savage']"
17394,"['Nicky Jam', 'Ozuna']"
17395,['Los Retros']
17396,"['Swae Lee', 'Drake']"
17397,"['Nicky Jam', 'J Balvin']"
17398,"['Arizona Zervas', '27CLUB']"
17399,"['bbno$', 'lentra']"
17400,"['SG Lewis', 'Clairo']"
17401,"['James Blake', 'Travis Scott', 'Metro Boomin']"
17402,"['Adriel Favela', 'Código FN']"
17403,"['Sech', 'Darell']"
17404,"['DJ Luian', 'Mambo Kingz', 'Anuel AA', 'Nicky Jam', 'Darell', 'Brytiago']"
17405,"['ScHoolboy Q', '21 Savage']"
17406,['Jovanny Cadena Y Su Estilo Privado']
17407,"['Galantis', 'Dolly Parton', 'Mr. Probz']"
17408,['Freya Ridings']
17409,['Liam Payne']
17410,['Tyla Yaweh']
17411,"['King Von', 'Lil Durk']"
17412,"['Ariana Grande', 'Victoria Monét']"
17413,['Lil Loaded']
17414,"['Joji', 'Lil Yachty']"
17415,"['Sleepy Hallow', 'Fousheé']"
17416,['Kidd G']
17417,['Flo Milli']
17418,"['Mulatto', 'Gucci Mane']"
17419,"['Kid Cudi', 'Eminem']"
17420,"['Dua Lipa', 'Angèle']"
17421,"['Machine Gun Kelly', 'YUNGBLUD', 'The Used', 'Bert McCracken']"
17422,['Sech']
17423,"['Rauw Alejandro', 'Anuel AA']"
17424,"['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']"
17425,"['2 Chainz', 'YoungBoy Never Broke Again']"
17426,"['Diplo', 'Jonas Brothers']"
17427,"['T.I.', 'Lil Baby']"
17428,"['Lil Uzi Vert', 'Chief Keef']"
17429,"['Gunna', 'Roddy Ricch']"
17430,['MASN']
17431,"['Jack Harlow', 'jetsonmade']"
17432,"['Thomas Rhett', 'Kane Brown', 'Ava Max']"
17433,['Princess Nokia']
17434,"['Freddie Gibbs', 'Hit-Boy', 'Big Sean']"
17435,['Joseph Black']
17436,"['Trevor Daniel', 'Selena Gomez']"
17437,"['Jeezy', 'Yo Gotti']"
17438,['TOMORROW X TOGETHER']
17439,"['Sebastian Yatra', 'Guaynaa']"
17440,"['Miley Cyrus', 'Stevie Nicks']"
17441,"['Lil Yachty', 'Tierra Whack', 'A$AP Rocky', 'Tyler, The Creator']"
17442,"['Alesso', 'Liam Payne']"
17443,"['Ozuna', 'Doja Cat', 'Sia']"
17444,"['Tate McRae', 'Ali Gatie']"
17445,"['Big Sean', 'Travis Scott']"
17446,"['Marshmello', 'Imanbek', 'Usher']"
17447,"['Future', 'Travis Scott']"
17448,"['Lil Skies', 'Lil Durk']"
17449,"['Sista Prod', 'Powfu', 'Alec Benjamin', 'Rxseboy', 'Sarcastic Sounds']"
17450,"['MC Virgins', 'Yun Head']"
17451,"['Bad Bunny', 'Yaviah']"
17452,['Lindsay Ell']
17453,['A Thousand Horses']
17454,"['Tyla Yaweh', 'Wiz Khalifa']"
17455,['Larray']
17456,"['Quinn XCII', 'Marc E. Bassy']"
17457,"['French Montana', 'Pop Smoke']"
17458,['JP Saxe']
17459,"['Josh Kerr', 'Emily Falvey']"
17460,"['Sigala', 'James Arthur']"
17461,"['42 Dugg', 'Lil Baby', 'Yo Gotti']"
17462,"['Spencer Crandall', 'Julia Cole']"
17463,"['Diplo', 'Julia Michaels', 'Morgan Wallen']"
17464,"['G-Eazy', 'Jack Harlow']"
17465,['Waterloo Revival']
17466,['Epic Soundscapes']
17467,"['Lil Tjay', 'Fivio Foreign', 'Pop Smoke']"
17468,"['King Von', 'Lil Durk', 'Prince Dre']"
17469,"['Julie and the Phantoms Cast', 'Charlie Gillespie']"
17470,['Dixie D’Amelio']
17471,"['21 Savage', 'Metro Boomin', 'Young Nudy']"
17472,['Filmore']
17473,"['Pop Smoke', 'Quavo']"
17474,"['Maluma', 'Myke Towers']"
17475,"['Cali Y El Dandee', 'Danna Paola']"
17476,['DripReport']
17477,"['Jhay Cortez', 'Rafa Pabön']"
17478,"['Kodak Black', 'Jackboy', 'Tory Lanez']"
17479,"['Doja Cat', 'Nicki Minaj']"
17480,"['Lennon Stella', 'Charlie Puth']"
17481,"['Lil Tecca', 'Internet Money']"
17482,"['SAINt JHN', 'Future']"
17483,"['jxdn', 'iann dior']"
17484,"['BigKayBeezy', 'Polo G']"
17485,"['Zedd', 'Jasmine Thompson']"
17486,"['Pop Smoke', 'KAROL G']"
17487,"['NAV', 'Future']"
17488,['Water Sound Natural White Noise']
17489,"['Lil Baby', 'Lil Uzi Vert']"
17490,"['Bring Me The Horizon', 'BABYMETAL']"
17491,"['Thomas Rhett', 'Reba McEntire', 'Hillary Scott', 'Chris Tomlin', 'Keith Urban']"
17492,['Manuel Turizo']
17493,"['George Gershwin', 'P. G. Wodehouse', 'Jack Cassidy', 'Barbara Ruick', 'Lehman Engel']"
17494,"['George Gershwin', 'P. G. Wodehouse', 'Barbara Ruick', 'Jack Cassidy', 'Oh, Kay! Ensemble (1955)', 'Lehman Engel']"
17495,"['Dranem', 'Gaston Gabaroche']"
17496,"['George Gershwin', 'P. G. Wodehouse', 'Mary Martin']"
17497,['Sylvester Weaver']
17498,"['Tampa Red', 'Georgia Tom']"
17499,"['Giuseppe Verdi', 'Heinrich Schlusnus', 'Staatskapelle Berlin', 'Manfred Gurlitt']"
17500,['D-Partunz']
17501,"['Lavrovsky', 'Ural Cossacks Choir', 'Alexander Scholuch']"
17502,['Toy Souljah']
17503,"['Johann Sebastian Bach', 'Thomanerchor Leipzig', 'Karl Straube']"
17504,"['Gioachino Rossini', 'Umberto Urbano', 'Orchestra']"
17505,['Nina Myral']
17506,"['Wolfgang Amadeus Mozart', 'Koloman von Pataky', 'Unknown Orchestra']"
17507,['The Collince']
17508,['Blind Boy Fuller']
17509,"['Hector Berlioz', 'Staatskapelle Berlin', 'Erich Kleiber']"
17510,"['Giuseppe Verdi', 'Koloman von Pataky', 'Unknown Orchestra']"
17511,['Georgia Cotton Pickers']
17512,"['Giuseppe Verdi', 'Umberto Urbano', 'Unknown Orchestra', 'Johann Heidenreich']"
17513,"[""Rumblin' Ruby""]"
17514,"['Jan Clayton', 'Show Boat Ensemble (1946)']"
17515,['Bukka White']
17516,['Gesky']
17517,['Dorville']
17518,"['Antonín Dvořák', 'Vása Prihoda', 'Charles Cerné']"
17519,"['Johann Strauss II', 'Margret Pfahl', 'Waldemar Henke', 'Franz Völker', 'Staatskapelle Berlin', 'Hermann Weigert']"
17520,"['Camille Saint-Saëns', 'National Symphony Orchestra New York', 'Walter Damrosch']"
17521,"['Friedrich von Flotow', 'Vienna State Opera Orchestra', 'Leopold Reichwein']"
17522,"['Christoph Willibald Gluck', 'National Symphony Orchestra New York', 'Walter Damrosch']"
17523,"['Edvard Grieg', 'RIAS-Symphonie-Orchester', 'Herbert Sandberg']"
17524,"['Franz von Suppé', 'Vienna State Opera Orchestra', 'Leopold Reichwein']"
17525,"['Gabriel Fauré', 'National Symphony Orchestra New York', 'Walter Damrosch']"
17526,"['Moritz Moszkowski', 'National Symphony Orchestra New York', 'Walter Damrosch']"
17527,['Kostas Gkantinis']
17528,['Banda 22 de Noviembre']
17529,"['Stratos Pagioumtzis', 'Stellakis Perpiniadis']"
17530,"['Orquesta de E.Werner', 'A.Loraarrero', 'M.Carlos Romero']"
17531,"['Giorgos Papasideris', 'Klarino Giorgos Anestopoulos']"
17532,['Kostas Tsanakos']
17533,['Paradosiako']
17534,"['Jules Massenet', 'Vicente Gomez', 'Guillermo Gomez']"
17535,"['Paul Bridgwater', 'Brian Tatler']"
17536,"['E. Moraiti', 'Georgia Mittaki', 'Klarino G. Anestopoulos', 'Klarino KOstas Giaouzos', 'Klarinos Nikos Karakostas']"
17537,['Grigoris Asikis']
17538,"['Igor Stravinsky', 'The Symphony Orchestra']"
17539,"['Blanche Calloway & Her Joy Boys', 'Vic Dickenson']"
17540,"['Danai Stratigopoulou', 'Panos Visvardis']"
17541,['Emery Cournard Serenaders']
17542,"['Orquesta Tipica Boliviana', 'Felipe V. Rivera']"
17543,"['Ioannou Georgakopoulou', 'Stauros Keromitis']"
17544,['Miss Das']
17545,['Luis Russell & His Louisiana Swing Orchestra']
17546,['Νίκος Γούναρης']
17547,['P.Pinchink']
17548,['Krishna Bhamini']
17549,['Paradosiako I. KIriakatis']
17550,['Los Aymaras']
17551,"['Baron Lee', 'The Blue Rhythm Band', 'Charlie Holmes']"
17552,['Merricks Orchestra']
17553,"['Francisco Tárrega', 'Guillermo Gomez', 'Vicente Gomez']"
17554,['The Cards']
17555,['The Callahan Brothers']
17556,['Carroll County Revellers']
17557,['Homer Callahan']
17558,['Georgia Crackers']
17559,['Gwen Foster']
17560,"['Carl Michael Ziehrer', 'Julius Patzak', 'Staatskapelle Berlin']"
17561,['Clarence Ashley & Gwen Foster']
17562,"['Georges Bizet', 'Hedwig von Debitzka', 'Helge Rosvaenge', 'Unknown Orchestra']"
17563,['Soup Solstice']
17564,"['Igor Stravinsky', 'Alexis Vlassof Chorus', 'Orchestre des Concerts Walther Straram']"
17565,['Taysa Ferreira']
17566,['Nilmoni Sinha']
17567,"['P. Maximilian', 'Gherase Dendrino', 'Viorel Demetriad']"
17568,"['Richard Wagner', 'Karl Böhm', 'Berliner Philharmoniker']"
17569,"['Bedřich Smetana', 'Karl Böhm', 'Staatskapelle Dresden']"
17570,['Samuel Barber']
17571,"['Richard Wagner', 'Karl Böhm', 'Arno Schellenberg', 'Hanns Lange', 'Hans Hermann Nissen', 'Martin Kremer', 'Staatskapelle Dresden']"
17572,"['Νανά Γκρέκα', 'Κυριάκος Αγορίδης']"
17573,"['Engelbert Humperdinck', 'Karl Böhm', 'Staatskapelle Dresden']"
17574,"['Margarita Cueto', 'Juan Pulido']"
17575,"['Stratos Pagioumtzis', 'Stellios Hrisinis']"
17576,"['Richard Wagner', 'Karl Böhm', 'Arno Schellenberg', 'Eugen Füchs', 'Hanns Lange', 'Hans Hermann Nissen', 'Hermann Greiner', 'Klaus Hermanns', 'Ludwig Eybisch', 'Martin Kremer', 'Rudolf Dittrich', 'Rudolf Schmalnauer', 'Serge Smirnoff', 'Sven Nilsson', 'Staatskapelle Dresden']"
17577,"['Petre Alexandru', 'Mia Braia']"
17578,"['Richard Wagner', 'Karl Böhm', 'Hans Hermann Nissen', 'Torsten Ralf', 'Staatskapelle Dresden']"
17579,"['n/a', 'Nitsch, Johanens', 'In Motion']"
17580,"['N. Kirițescu', 'G. Botea', 'Manole Stroici']"
17581,['Kaiti Grey']
17582,"['Richard Wagner', 'Karl Böhm', 'Josef Herrmann', 'Staatskapelle Dresden']"
17583,"['Eduardo di Capua', 'Julius Patzak', 'Mitglieder der Staatskapelle Berlin', 'Alois Melichar']"
17584,"['Al. Bebe', 'E. Roman', 'Petre Alexandru']"
17585,"['Lily', 'D. P. Bhargav', 'S. B. Joshi']"
17586,"[""Eva Dell'Acqua"", 'Erna Sack', 'Mitglieder der Staatskapelle Berlin', 'Alois Melichar']"
17587,['Savita Devi']
17588,"['Dénes von Buday', 'Erna Sack', 'Staatskapelle Berlin', 'Walter Schutze']"
17589,['Woody Herman & The Four Chips']
17590,['Ζαχαρίας Κασιμάτης']
17591,"['Heinrich Strecker', 'Willy Schneider', 'Orchestra', 'Walter Schutze']"
17592,"['Carl Millöcker', 'Johannes Heesters', 'Staatskapelle Berlin', 'Alois Melichar']"
17593,"['Nadia', 'Sardar Mansoor']"
17594,['Antonis Ntagklas']
17595,"['Naseem Bano', 'Sheela']"
17596,"['Maya Banerjee', 'Surendranath']"
17597,"['Joan Ellison', 'Jason Aquila']"
17598,['Εστουδιαντίνα Χριστοδουλίδη']
17599,['Bobby Smith']
17600,"['Sardar Akhtar', 'H Khan Mastana']"
17601,['Miss Meera']
17602,"['Alice Faye', 'Louis Prima & His Band']"
17603,['Duo A & G']
17604,['Mirza Musharaf']
17605,"['Rajkumari', 'Jnan Dutt', 'Indubala']"
17606,"['Miss Bibbo', 'Surendra']"
17607,"['Vaggelis Papas', 'Vaios Malliaras', 'Klarino']"
17608,"['Earl Hines & His Orchestra', 'Earl Hines', 'Billy Eckstine']"
17609,"['Ottokar Novacek', 'Michael Rabin', 'Donald Voorhees', 'Columbia Symphony Orchestra']"
17610,"['Carl Engel', 'Michael Rabin']"
17611,"['Carmen Miranda', 'Nuno Roland']"
17612,['Shireen Bano']
17613,"['Claude-Michel Schönberg', 'Kriszta Kovats']"
17614,"['Dilip Kumar', 'Waheeda Rehman']"
17615,"['Gauhar Sultana', 'Vasanti']"
17616,['Ingo Roberts']
17617,['Naushad']
17618,"['Giorgos Nakos', 'Apostolos Stamellos', 'Klarino']"
17619,"['Toscha Seildel', 'Eugene Kusmiak']"
17620,"['Jack Teagarden & His Band', 'Charlie Teagarden']"
17621,"['Jack Teagarden & His Band', '""Mama"" Helen Teagarden']"
17622,"['Sarita Devi', 'Sardar Mansoor', 'Madhavlal Damodar Master']"
17623,"['Lorraine Bridges', 'Betty Rome', 'Carol Tevis']"
17624,"['Joaquín Rodrigo', 'Ars Cantus - Voci Bianche, Coro e Orchestra Sinfonici', 'Andrea Ferrario']"
17625,['Ingeborg Bruhn-Bertelsen']
17626,['Eltjo Haselhoff']
17627,['Karen Meyer & Valsø Holm']
17628,['Olga Svendsen & Osvald Helmuth']
17629,"['Giorgos Papasideris', 'Antonis Lavidas-klarino']"
17630,"['A. Likiardopoulou', 'E De Roze']"
17631,['Trio Vampari']
17632,['Aleksis Zoympas-Violi']
17633,['Frag. Dimitrioy']
17634,"['Kostas Roukounas', 'I. Dragatsis', 'Klarino']"
17635,['Stefanos Vezos']
17636,['Ntina Stauropoulou']
17637,"['Rita Ampatzi', 'Emmanouil Xrisafakis', 'Klarino']"
17638,['The Cotton Candy Blues Band']
17639,['Xoros toy Pagonioy']
17640,['Sotirios Panos']
17641,"['Giorgos Papasideris', 'Dimitris Semsis-Violi']"
17642,['Joel e Gaúcho']
17643,['Dmitris Arapakis']
17644,"['Giorgos Papasideris', 'Kostas', 'Giaoyzos', 'Klarino']"
17645,['Anuradha Paudwal']
17646,"['Leela Chitnis', 'Master Vinayak']"
17647,"['Roza Eskenazi', 'Nikos Rellias', 'Klarino']"
17648,"['Rita Ampatzi', 'Giorgos Anestopoulos', 'Klarino']"
17649,['L. Royvas']
17650,['Victor Lane']
17651,"['Apostolos Xatzixristos', 'Markos Vamvakaris']"
17652,"['Giorgos Papasideris', 'Apostolos Stamelos-Klarino']"
17653,['Katina Xomatianou']
17654,"['Kakia Mendri', 'Danai Stratigopoulou']"
17655,"['Giorgos Papasideris', 'Panagiotis', 'Kokondinis', 'Klarino']"
17656,"['Mitaki', 'Georgia']"
17657,"['Durgesh Kumar', 'Amritlal']"
17658,"['Kalergis', 'Mixalis', 'Nikos Karakostas-Klarino']"
17659,['Samaresh Chowdhury']
17660,['Polikseni Litoy']
17661,['Roberto Paiva']
17662,"['Giorgos Nakos', 'Nikos Karakostas', 'Klarino']"
17663,"['Kostas Roukounas', 'Giwrgos Anestopoulos']"
17664,['Kamla Varekar']
17665,"['Asha Bhosle', 'K. J. Yesudas']"
17666,"['ОТВАЛ БАWKN', 'Lil Uzi Kop', 'Cartier99']"
17667,"['Müzeyyen Senar', 'Sadi Hosses']"
17668,['Banda Municipal de Música de Granada']
17669,"['Adolph Green', 'Rise Stevens', 'John Reardon', 'Lady in the Dark Ensemble (1963)']"
17670,"['R. Nagendra Rao', 'M. V. Subbaiah Naidu']"
17671,['Anna Saheb']
17672,"['Radharani', 'Sardar Mansoor']"
17673,"['Vatsala Kumthekar', 'Kantilal']"
17674,"['Gerardo Matos Rodriguez', 'Julio Martinez Oyanguren']"
17675,"['Édouard Lalo', 'Pierre Monteux']"
17676,"['Franz Schubert', 'Claudio Arrau']"
