,endTime,artistName,trackName,msPlayed,count
0,2021-10-26 23:02,Daniel Caesar,Transform (feat. Charlotte Day Wilson),277984,1
1,2021-10-28 00:36,Nia Sultana,Coconut Water,25836,1
2,2021-10-28 00:36,Nia Sultana,Positions,146823,1
3,2021-10-28 00:40,Wizkid,Essence (feat. Tems),234590,1
4,2021-10-28 00:42,Nija,Finesse,129850,1
5,2021-10-28 00:45,Femme It Forward,What You Deserve,175702,1
6,2021-10-28 01:02,Bathe,Sundress,3100,1
7,2021-10-28 01:02,Tone Stith,Do I Ever (feat. Chris Brown),166817,1
8,2021-10-28 01:04,Sonder,Nobody But You,165440,1
9,2021-10-28 01:27,Adele,Easy On Me,120624,1
10,2021-10-28 01:59,Adele,Easy On Me,224342,1
11,2021-10-28 02:03,Giveon,Heartbreak Anniversary,198062,1
12,2021-10-28 02:07,Adele,All I Ask,271559,1
13,2021-10-28 02:10,Jeremy Zucker,this is how you fall in love,174307,1
14,2021-10-28 02:16,Ariana Grande,Almost Is Never Enough,327562,1
15,2021-10-28 02:19,Madison Beer,Reckless,203062,1
16,2021-10-28 02:22,Clinton Kane,I GUESS I'M IN LOVE,203811,1
17,2021-10-28 02:26,Mimi Webb,Dumb Love,205812,1
18,2021-10-28 02:48,Celeste,Strange,162648,1
19,2021-10-28 16:18,Daniel Caesar,Freudian,538300,1
20,2021-10-28 16:19,Daniel Caesar,Take Me Away (feat. Syd),6670,1
21,2021-10-28 16:22,Daniel Caesar,Hold Me Down,231267,1
22,2021-10-28 16:23,Daniel Caesar,Neu Roses (Transgressor's Song),19192,1
23,2021-10-28 16:23,Daniel Caesar,Neu Roses (Transgressor's Song),9250,1
24,2021-10-28 16:23,Daniel Caesar,We Find Love,1070,1
25,2021-10-28 16:23,Daniel Caesar,Loose,920,1
26,2021-10-28 16:23,Daniel Caesar,Loose,2220,1
27,2021-10-28 16:23,Daniel Caesar,Blessed,820,1
28,2021-10-28 16:27,Daniel Caesar,Take Me Away (feat. Syd),226116,1
29,2021-10-28 16:31,Daniel Caesar,Transform (feat. Charlotte Day Wilson),280586,1
30,2021-10-28 16:32,Daniel Caesar,Freudian,5326,1
31,2021-10-28 16:33,Snoh Aalegra,Whoa,560,1
32,2021-10-28 16:33,SiR,You Can't Save Me,111160,1
33,2021-10-28 16:37,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",32155,1
34,2021-10-28 16:37,rum.gold,Waiting For (feat. Jamila Woods),200214,1
35,2021-10-28 16:51,Lucky Daye,Buying Time,174740,1
36,2021-10-28 16:55,Flowervillain,so into you,223448,1
37,2021-10-28 16:58,Chiiild,Awake,226733,1
38,2021-10-28 16:59,Snoh Aalegra,Fool For You,28258,1
39,2021-10-28 17:03,Lianne La Havas,Please Don't Make Me Cry - Jordan Rakei Remix,262727,1
40,2021-10-28 17:06,Masego,Queen Tings,188053,1
41,2021-10-28 17:07,JoJo,Think About You,3330,1
42,2021-10-28 17:07,ELIZA,Lava/Treacle,1500,1
43,2021-10-28 17:07,Moo Latte,Movement,22339,1
44,2021-10-28 17:09,Shanté,Party On Mars,156870,1
45,2021-10-28 17:10,Terrace Martin,From My Heart and My Soul (feat. Phoelix),37480,1
46,2021-10-28 17:16,SiR,D'Evils,147210,1
47,2021-10-28 18:33,Zen Boba,Talk to Yuh,2500,1
48,2021-10-28 18:33,Adi Oasis,Mystic Lover,10320,1
49,2021-10-28 18:33,Kamaal Williams,Hold On,88790,1
50,2021-10-28 18:33,Brittany Howard,Stay High - Childish Gambino Version,3500,1
51,2021-10-28 18:37,Bill Withers,Can We Pretend,229573,1
52,2021-10-28 18:41,ASTU,Motion,235161,1
53,2021-10-28 18:44,Luke Gomm,I'm Thru,191335,1
54,2021-10-28 18:50,Simpson,Cherry Ice Cream Sundae,128210,1
55,2021-10-28 18:53,Jean Deaux,Belly,129600,1
56,2021-10-28 18:56,Andra Day,Phone Dies (feat. Refi Sings),235789,1
57,2021-10-28 19:00,Steve Lacy,N Side,224444,1
58,2021-10-28 19:03,Terrace Martin,Love You Bad (feat. Phoelix),168203,1
59,2021-10-28 19:06,Jacob Collier,All I Need (with Mahalia & Ty Dolla $ign),200763,1
60,2021-10-28 19:07,D-Nice,No Plans for Love (with Ne-Yo & Kent Jones),11410,1
61,2021-10-28 19:11,Giveon,Like I Want You,260776,1
62,2021-10-28 19:22,Robert Glasper,Shine [Feat. D Smoke + Tiffany Gouché],387210,1
63,2021-10-28 19:22,Theo Croker,Every Part of Me (feat. Ari Lennox),24693,1
64,2021-10-28 19:25,H.E.R.,Hold On,203214,1
65,2021-10-28 19:27,vAn,MilkShake & FriES - Demo,113255,1
66,2021-10-28 19:31,Jorja Smith,Addicted,204174,1
67,2021-10-28 19:34,RIMON,Feed Me,200235,1
68,2021-10-28 19:37,Davie,Butterflies,180000,1
69,2021-10-28 19:56,Selah Sue,Hurray,13640,1
70,2021-10-28 20:03,rum.gold,Waiting For (feat. Jamila Woods),200214,1
71,2021-10-28 20:04,Snoh Aalegra,Whoa,48295,1
72,2021-10-28 20:47,rum.gold,Waiting For (feat. Jamila Woods),190560,1
73,2021-10-28 20:49,Jazmine Sullivan,Bodies - Intro,121640,1
74,2021-10-28 20:53,Asiahn,My World,191946,1
75,2021-10-28 20:56,Chelan,PATTERNS,224050,1
76,2021-10-28 21:00,Jay Isaiah,Stole My Love,211034,1
77,2021-10-28 21:02,Liv.e,Bout It,102558,1
78,2021-10-28 21:05,Lani Rose,Overreacting,212044,1
79,2021-10-28 21:09,Bathe,Kimmi,206035,1
80,2021-10-28 21:09,SAULT,Masterpiece,13160,1
81,2021-10-28 21:13,emawk,Later,270708,1
82,2021-10-28 21:18,emawk,Later,270708,1
83,2021-10-28 21:22,emawk,Later,270708,1
84,2021-10-28 21:27,emawk,Later,270708,1
85,2021-10-28 21:31,emawk,Later,270708,1
86,2021-10-28 21:34,emawk,Later,169076,1
87,2021-10-28 22:41,emawk,Later,272348,1
88,2021-10-28 22:45,emawk,Later,270708,1
89,2021-10-28 22:50,emawk,Later,270708,1
90,2021-10-28 22:55,emawk,Later,270708,1
91,2021-10-28 22:59,emawk,Later,270708,1
92,2021-10-28 23:04,emawk,Later,270708,1
93,2021-10-28 23:08,emawk,Later,270708,1
94,2021-10-28 23:13,emawk,Later,270708,1
95,2021-10-28 23:38,emawk,Later,270708,1
96,2021-10-28 23:43,emawk,Later,270708,1
97,2021-10-28 23:47,emawk,Later,270708,1
98,2021-10-28 23:52,emawk,Later,270708,1
99,2021-10-28 23:56,emawk,Later,270708,1
100,2021-10-29 00:01,emawk,Later,270708,1
101,2021-10-29 00:05,emawk,Later,270708,1
102,2021-10-29 00:10,emawk,Later,270708,1
103,2021-10-29 00:14,emawk,Later,270708,1
104,2021-10-29 00:16,emawk,Later,48033,1
105,2021-10-29 16:13,emawk,Later,262433,1
106,2021-10-29 16:17,emawk,Later,231907,1
107,2021-10-29 16:20,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",17808,1
108,2021-10-29 16:20,rum.gold,Waiting For (feat. Jamila Woods),200214,1
109,2021-10-29 16:23,Nia Sultana,Coconut Water,39364,1
110,2021-10-29 16:23,Nia Sultana,Positions,146823,1
111,2021-10-29 16:28,The Fray,Love Don't Die,14745,1
112,2021-10-29 16:28,The Fray,Never Say Never,256613,1
113,2021-10-29 16:32,The Fray,Look After You,266773,1
114,2021-10-29 16:36,The Fray,Over My Head (Cable Car),236266,1
115,2021-10-29 16:45,The Fray,Never Say Never,214757,1
116,2021-10-29 16:49,The Script,Breakeven,203337,1
117,2021-10-29 16:53,Train,Drops of Jupiter (Tell Me),254212,1
118,2021-10-29 17:43,Khruangbin,Dearest Alfred (MyJoy),182953,1
119,2021-10-29 17:45,SamTRax,Mixed Emotions,140630,1
120,2021-10-29 17:47,Flying Lotus,Crust,116346,1
121,2021-10-29 17:49,yuhei miura,Hope,94536,1
122,2021-10-29 17:51,Soul Food Horns,Black Tea,153654,1
123,2021-10-29 17:52,Illa J,Late Night Banger,61071,1
124,2021-10-29 17:55,Jazzinuf,With U,178256,1
125,2021-10-29 17:56,Oaty.,Lakeview,45417,1
126,2021-10-29 17:58,Cookin Soul,Chicago,100236,1
127,2021-10-29 17:59,BRXWS,Barrio,62832,1
128,2021-10-29 18:01,Ghostnaut,Bora Bora,147719,1
129,2021-10-29 18:03,Flora Vida,Saguaro,109649,1
130,2021-10-29 18:05,Obie Hans,Artful Haze,125418,1
131,2021-10-29 18:07,uChill,Come See About Me - Lofi Flip,108291,1
132,2021-10-29 18:09,Ruth de las Plantas,Matalí,130641,1
133,2021-10-29 18:11,Clifford,Scootin,116768,1
134,2021-10-29 18:13,sancy j,fake news,103830,1
135,2021-10-29 18:14,Pellets Brew,for hire,97601,1
136,2021-10-29 18:16,SpoonBeats,Lighthouse,111215,1
137,2021-10-29 18:18,ØDYSSEE,Dragonfly,113673,1
138,2021-10-29 18:18,Iván Rosa,Ciudad de Papel,24518,1
139,2021-10-29 18:20,uChill,This Old Heart Of Mine (Is Weak For You) - Lofi Flip,97533,1
140,2021-10-29 18:22,Mindr,Beach Day,113779,1
141,2021-10-29 18:24,Noé Mina,Neon Stars,125252,1
142,2021-10-29 18:25,slider beats,Playa,105087,1
143,2021-10-29 18:28,desci,the point of no reconciliation,156106,1
144,2021-10-29 18:37,D0d.,Temple,103519,1
145,2021-10-29 18:39,Pixie Dust,In Bloom,130940,1
146,2021-10-29 18:42,WX//CLTV,Ghetto Crypto,157092,1
147,2021-10-29 18:44,Living Room,São Paulo Coffee,98579,1
148,2021-10-29 18:45,uChill,Too Busy Thinking About My Baby - Lofi Flip,78996,1
149,2021-10-29 18:47,Banks,Cosmic Dawn,116049,1
150,2021-10-29 21:18,Julia Groves,Drizzling,74191,1
151,2021-10-29 21:20,ØDYSSEE,In Depth,135178,1
152,2021-10-29 21:22,SCayos,Estuary,104625,1
153,2021-10-29 21:24,DAO,Tell Me Again,124638,1
154,2021-10-29 21:27,Drawing With Numbers,Vital,175946,1
155,2021-10-29 21:28,Phlocalyst,Perpetual,111903,1
156,2021-10-29 21:31,Senoidal,La Laguna,157056,1
157,2021-10-29 21:33,Maple Syrup,Quiet Times,123142,1
158,2021-10-29 21:35,Wun Two,Vinci,103352,1
159,2021-10-29 21:37,Julia Groves,Until Dawn,116080,1
160,2021-10-29 21:39,Smuv,Floating,112943,1
161,2021-10-29 21:41,Flughand,rideon,127124,1
162,2021-10-29 21:42,Nuver,Fireflies,85501,1
163,2021-10-29 21:44,Schmiddunsk,Watching Dolphins,84119,1
164,2021-10-29 21:48,Mary J. Blige,I Can Love You,1920,1
165,2021-10-29 21:48,Brandy,"I Wanna Be Down (feat. Queen Latifah, Yo-Yo & MC Lyte) - Remix",5200,1
166,2021-10-29 21:48,SWV,I'm So Into You,274250,1
167,2021-10-29 22:44,Groove Theory,Tell Me,136470,1
168,2021-10-29 22:48,Erykah Badu,On & On,226133,1
169,2021-10-29 22:48,Aaliyah,One In A Million,24036,1
170,2021-10-29 22:48,Kenny Lattimore,Never Too Busy,2420,1
171,2021-10-29 22:48,SWV,You're the One,3220,1
172,2021-10-29 22:53,Faith Evans,You Used to Love Me,269173,1
173,2021-10-29 22:58,Brownstone,If You Love Me,304160,1
174,2021-10-29 22:59,Mary J. Blige,Be Happy,63606,1
175,2021-10-29 23:02,Soul For Real,Candy Rain - Heavy D & TrakMasterz Mix,177800,1
176,2021-10-29 23:08,Jodeci,Cry For You,8444,1
177,2021-10-29 23:08,H-Town,Knockin' da Boots,330945,1
178,2021-10-29 23:13,Maxwell,Ascension (Don't Ever Wonder) - Remastered 2021,345975,1
179,2021-10-30 00:21,Aaliyah,If Your Girl Only Knew,240967,1
180,2021-10-31 18:05,Strangers,"The Schmidts, Part 2",17762,1
181,2021-11-02 18:05,Wizkid,Joro,20270,1
182,2021-11-02 18:05,Wizkid,Essence (feat. Tems),248040,1
183,2021-11-02 18:09,Snoh Aalegra,Whoa,30645,1
184,2021-11-02 18:09,rum.gold,Waiting For (feat. Jamila Woods),200214,1
185,2021-11-02 18:14,emawk,Later,270708,1
186,2021-11-02 18:17,Choker,Juno,231680,1
187,2021-11-02 18:22,Xavier Omär,Blind Man,242195,1
188,2021-11-02 18:24,Samaria,Out the Way,155414,1
189,2021-11-02 18:29,Aaliyah,One In A Million,270760,1
190,2021-11-02 18:33,Jamila Woods,SULA (Paperback),255906,1
191,2021-11-02 18:34,Joshua J,Call Me,9490,1
192,2021-11-02 18:34,Anderson .Paak,Make It Better (feat. Smokey Robinson),80223,1
193,2021-11-02 18:36,Mar,dreaming,97130,1
194,2021-11-02 18:38,FKJ,Risk,105670,1
195,2021-11-02 18:38,Oliv Blu,Say It,2670,1
196,2021-11-02 18:38,Brittany Howard,Stay High - Childish Gambino Version,3680,1
197,2021-11-02 18:42,Pip Millett,Heavenly Mother,239767,1
198,2021-11-02 18:46,April + VISTA,Own2,217493,1
199,2021-11-02 18:48,Cautious Clay,Dying in the Subtlety,139300,1
200,2021-11-02 18:51,Kamaal Williams,Hold On,200596,1
201,2021-11-02 18:52,Shanté,Party On Mars,17491,1
202,2021-11-02 18:56,emawk,Later,270708,1
203,2021-11-02 19:01,emawk,Later,270708,1
204,2021-11-02 19:05,JID,All Bad,980,1
205,2021-11-02 19:05,emawk,Later,268942,1
206,2021-11-02 19:10,JID,All Bad,441,1
207,2021-11-02 19:10,emawk,Later,270708,1
208,2021-11-02 19:14,emawk,Later,270708,1
209,2021-11-02 19:15,JID,All Bad,35691,1
210,2021-11-02 19:19,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),277046,1
211,2021-11-02 19:24,Free Nationals,Shibuya (feat. Syd),560,1
212,2021-11-02 19:24,Free Nationals,On Sight,249453,1
213,2021-11-02 19:25,Free Nationals,Apartment (feat. Benny Sings),65690,1
214,2021-11-02 19:28,Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),219243,1
215,2021-11-02 19:31,Free Nationals,RENE (feat. Callum Connor),150240,1
216,2021-11-02 19:34,Free Nationals,Time,210385,1
217,2021-11-02 19:36,Free Nationals,Cut Me a Break (feat. T.I.),116944,1
218,2021-11-02 19:40,Free Nationals,Eternal Light,193740,1
219,2021-11-02 19:43,Free Nationals,Oslo (feat. Callum Connor & T.Nava),214429,1
220,2021-11-02 19:46,Free Nationals,Lester Diamond,167853,1
221,2021-11-02 19:50,Free Nationals,"The Rivington (feat. Conway, Westside Gunn & Joyce Wrice)",216629,1
222,2021-11-02 19:52,Free Nationals,Obituaries (feat. Shafiq Husayn),140611,1
223,2021-11-02 19:56,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),237741,1
224,2021-11-03 01:52,Marvin Gaye,Ain't No Mountain High Enough,1450,1
225,2021-11-03 01:53,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),39095,1
226,2021-11-03 01:57,Free Nationals,On Sight,249311,1
227,2021-11-03 01:59,Free Nationals,Shibuya (feat. Syd),136558,1
228,2021-11-03 02:02,Free Nationals,Apartment (feat. Benny Sings),184311,1
229,2021-11-03 02:06,Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),219058,1
230,2021-11-03 02:08,Free Nationals,RENE (feat. Callum Connor),149808,1
231,2021-11-03 02:12,Free Nationals,Time,209808,1
232,2021-11-03 02:14,Free Nationals,Cut Me a Break (feat. T.I.),116812,1
233,2021-11-03 02:17,Free Nationals,Eternal Light,193562,1
234,2021-11-03 02:20,Free Nationals,Oslo (feat. Callum Connor & T.Nava),214058,1
235,2021-11-03 02:23,Free Nationals,Lester Diamond,167561,1
236,2021-11-03 02:27,Free Nationals,"The Rivington (feat. Conway, Westside Gunn & Joyce Wrice)",216308,1
237,2021-11-03 02:29,Free Nationals,Obituaries (feat. Shafiq Husayn),139809,1
238,2021-11-03 02:34,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),276810,1
239,2021-11-03 02:38,Free Nationals,On Sight,249310,1
240,2021-11-03 02:40,Free Nationals,Shibuya (feat. Syd),136560,1
241,2021-11-03 02:43,Free Nationals,Apartment (feat. Benny Sings),184312,1
242,2021-11-03 02:47,Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),219056,1
243,2021-11-03 02:50,Free Nationals,RENE (feat. Callum Connor),149808,1
244,2021-11-03 02:53,Free Nationals,Time,209809,1
245,2021-11-03 02:55,Free Nationals,Cut Me a Break (feat. T.I.),116811,1
246,2021-11-03 02:58,Free Nationals,Eternal Light,193558,1
247,2021-11-03 03:02,Free Nationals,Oslo (feat. Callum Connor & T.Nava),214059,1
248,2021-11-05 16:09,Free Nationals,Lester Diamond,30064,1
249,2021-11-05 16:13,Summer Walker,Bitter - Narration By Cardi B,280811,1
250,2021-11-05 16:14,Summer Walker,Ex For A Reason (with JT from City Girls),21562,1
251,2021-11-05 16:18,Summer Walker,No Love (with SZA),231344,1
252,2021-11-05 16:20,Summer Walker,Throw It Away,151559,1
253,2021-11-05 16:23,Summer Walker,Reciprocate,181810,1
254,2021-11-05 16:26,Summer Walker,You Don’t Know Me,199810,1
255,2021-11-05 16:29,Summer Walker,Circus,132803,1
256,2021-11-05 16:51,Summer Walker,Insane,120425,1
257,2021-11-07 03:01,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),277046,1
258,2021-11-07 03:05,Free Nationals,Shibuya (feat. Syd),5456,1
259,2021-11-07 03:05,Free Nationals,On Sight,237391,1
260,2021-11-07 03:10,emawk,Later,270708,1
261,2021-11-07 03:13,rum.gold,Waiting For (feat. Jamila Woods),200214,1
262,2021-11-07 03:17,Ella Mai,Not Another Love Song,217801,1
263,2021-11-07 03:21,Wizkid,Essence (feat. Tems),248040,1
264,2021-11-07 03:24,Giveon,Heartbreak Anniversary,198370,1
265,2021-11-07 03:27,Nia Sultana,Positions,146823,1
266,2021-11-07 03:30,Jazmine Sullivan,On It,205000,1
267,2021-11-07 03:32,Musiq Soulchild,Love,97831,1
268,2021-11-07 03:35,Dean Martin,That's Amore,190400,1
269,2021-11-07 03:36,Dean Martin,That's Amore,22862,1
270,2021-11-07 03:40,Andrea Bocelli,Con te partirò,250983,1
271,2021-11-07 03:44,Andrea Bocelli,Vivo per lei,265584,1
272,2021-11-07 03:49,Céline Dion,The Prayer,268933,1
273,2021-11-07 03:53,Andrea Bocelli,Bésame Mucho,241232,1
274,2021-11-07 03:56,Andrea Bocelli,"'O sole mio - Live At Central Park, New York / 2011",201622,1
275,2021-11-07 04:33,The Beatles,Love Me Do - Remastered 2009,7509,1
276,2021-11-07 04:33,Andrea Bocelli,"Turandot / Act 3: Turandot / Act 3: ""Nessun dorma!"" - Live At Central Park, New York / 2011",197147,1
277,2021-11-07 04:36,The Beatles,Love Me Do - Remastered 2009,141693,1
278,2021-11-07 04:36,The Beatles,P.S. I Love You - Remastered 2009,5522,1
279,2021-11-07 04:39,The Beatles,Baby It's You - Remastered 2009,153855,1
280,2021-11-07 04:43,Andre Nickatina,Jungle,285160,1
281,2021-11-07 04:47,Andre Nickatina,4am - Bay Bridge Music,219293,1
282,2021-11-07 04:49,Andre Nickatina,Ayo For Yayo (feat. San Quinn),118048,1
283,2021-11-07 04:50,Andre Nickatina,My Homeboys Chevy,35828,1
284,2021-11-07 04:54,Andre Nickatina,Neva Seen,243200,1
285,2021-11-07 04:56,Too $hort,Blow the Whistle,163133,1
286,2021-11-07 05:00,P-Lo,Put Me on Somethin',206226,1
287,2021-11-07 05:04,E-40,Choices (Yup),272720,1
288,2021-11-07 05:07,Ty Dolla $ign,Saved (feat. E-40),178506,1
289,2021-11-07 05:12,Luniz,I Got 5 On It,253533,1
290,2021-11-07 05:15,Warren G,Regulate - Jamming Mix,228834,1
291,2021-11-07 05:19,Gorillaz,Feel Good Inc.,222640,1
292,2021-11-07 05:23,Warren G,Regulate,248866,1
293,2021-11-07 05:27,Snoop Dogg,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",246346,1
294,2021-11-07 05:31,Dr. Dre,Xxplosive,215200,1
295,2021-11-07 05:35,Khalid,OTW,11274,1
296,2021-11-07 05:35,Fugees,Ready or Not,226986,1
297,2021-11-07 05:39,E-40,Sprinkle Me (feat. Suga-T),250000,1
298,2021-11-07 05:40,Naughty By Nature,O.P.P,34315,1
299,2021-11-07 05:44,Andre Nickatina,AndreNAndre,230946,1
300,2021-11-07 05:46,Gang Starr,Work,177666,1
301,2021-11-07 05:51,A Tribe Called Quest,Can I Kick It?,251573,1
302,2021-11-07 05:54,Kanye West,Good Morning,195093,1
303,2021-11-07 05:57,Kanye West,Gold Digger,207626,1
304,2021-11-07 05:59,Andre Nickatina,Fillmoe - Vallejo,111880,1
305,2021-11-07 06:01,Andre Nickatina,B*tch,122946,1
306,2021-11-07 06:02,Andre Nickatina,Bonus,26763,1
307,2021-11-07 06:07,Andre Nickatina,Honeycomb (feat. Nocturnal Hustlers),299880,1
308,2021-11-07 06:09,Andre Nickatina,Bay Thang,130200,1
309,2021-11-07 06:12,Andre Nickatina,I'm A Sav (feat. AP9),176040,1
310,2021-11-07 06:12,Andre Nickatina,Toys - Remix,9673,1
311,2021-11-08 18:45,Bruno Mars,Smokin Out The Window,197442,1
312,2021-11-08 18:46,Bruno Mars,Leave The Door Open - Live,37859,1
313,2021-11-08 18:51,emawk,Later,270708,1
314,2021-11-08 18:54,rum.gold,Waiting For (feat. Jamila Woods),200214,1
315,2021-11-08 19:04,Ella Mai,Not Another Love Song,67576,1
316,2021-11-08 19:08,Wizkid,Essence (feat. Tems),248040,1
317,2021-11-08 19:11,Giveon,Heartbreak Anniversary,198370,1
318,2021-11-08 19:13,Nia Sultana,Positions,146823,1
319,2021-11-08 19:17,Jazmine Sullivan,On It,205000,1
320,2021-11-08 19:22,Musiq Soulchild,Love,304666,1
321,2021-11-08 19:26,Giveon,Like I Want You,260776,1
322,2021-11-08 19:30,The Smashing Pumpkins,Mayonaise - Remastered,229501,1
323,2021-11-08 22:50,Holly Humberstone,Deep End,171662,1
324,2021-11-08 22:54,Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),219243,1
325,2021-11-08 22:57,Giveon,Favorite Mistake,172907,1
326,2021-11-08 23:00,UMI,Remember Me,199226,1
327,2021-11-08 23:03,SiR,You Can't Save Me,174946,1
328,2021-11-08 23:04,Daniel Caesar,Hold Me Down,430,1
329,2021-11-08 23:04,Free Nationals,Time,65032,1
330,2021-11-08 23:07,Sonder,Nobody But You,213214,1
331,2021-11-08 23:10,Nia Sultana,Coconut Water,180705,1
332,2021-11-08 23:11,Choker,Juno,2740,1
333,2021-11-08 23:11,Free Nationals,Cut Me a Break (feat. T.I.),29059,1
334,2021-11-08 23:15,Grimm Lynn,Whateva U Need,237037,1
335,2021-11-08 23:20,Nia Sultana,Ambience,5988,1
336,2021-11-08 23:23,UMI,Remember Me,199226,1
337,2021-11-08 23:25,SiR,You Can't Save Me,73693,1
338,2021-11-08 23:28,UMI,Remember Me,199226,1
339,2021-11-08 23:31,Free Nationals,Time,12416,1
340,2021-11-08 23:31,SiR,You Can't Save Me,174946,1
341,2021-11-08 23:36,emawk,Later,270708,1
342,2021-11-08 23:39,rum.gold,Waiting For (feat. Jamila Woods),200214,1
343,2021-11-08 23:43,Ella Mai,Not Another Love Song,217801,1
344,2021-11-08 23:47,Wizkid,Essence (feat. Tems),248040,1
345,2021-11-08 23:48,Giveon,Heartbreak Anniversary,81905,1
346,2021-11-08 23:51,Nia Sultana,Positions,146823,1
347,2021-11-08 23:52,Nia Sultana,Coconut Water,53486,1
348,2021-11-08 23:54,Nia Sultana,Positions,146823,1
349,2021-11-08 23:55,Nia Sultana,Coconut Water,62676,1
350,2021-11-08 23:55,Nia Sultana,Ambience,1080,1
351,2021-11-08 23:58,Nia Sultana,Coconut Water,8106,1
352,2021-11-08 23:58,Nia Sultana,Positions,146823,1
353,2021-11-09 01:26,The Chainsmokers,Closer,244757,1
354,2021-11-09 01:30,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),224735,1
355,2021-11-09 01:33,The Chainsmokers,This Feeling,197809,1
356,2021-11-09 01:37,DJ Snake,Middle,219812,1
357,2021-11-09 01:41,Timeflies,Monsters,225061,1
358,2021-11-09 01:44,Daya,Hide Away,192052,1
359,2021-11-09 01:48,gnash,"i hate u, i love u (feat. olivia o'brien)",250812,1
360,2021-11-09 02:12,Nia Sultana,Coconut Water,32925,1
361,2021-11-09 02:12,The Chainsmokers,Call You Mine,206234,1
362,2021-11-09 02:15,rum.gold,Waiting For (feat. Jamila Woods),200214,1
363,2021-11-09 02:17,Snoh Aalegra,Whoa,96222,1
364,2021-11-09 02:20,Flowervillain,so into you,215504,1
365,2021-11-09 02:23,UMI,Remember Me,199226,1
366,2021-11-09 02:24,Brent Faiyaz,Let Me Know,19098,1
367,2021-11-09 02:25,Liv.e,Bout It,51989,1
368,2021-11-09 02:29,emawk,Later,270708,1
369,2021-11-09 02:32,rum.gold,Waiting For (feat. Jamila Woods),200214,1
370,2021-11-09 02:41,Ella Mai,Not Another Love Song,217801,1
371,2021-11-09 02:45,Wizkid,Essence (feat. Tems),248040,1
372,2021-11-09 02:45,Giveon,Heartbreak Anniversary,3060,1
373,2021-11-09 02:47,Nia Sultana,Positions,108506,1
374,2021-11-09 18:54,rum.gold,Waiting For (feat. Jamila Woods),200214,1
375,2021-11-09 18:57,Snoh Aalegra,Whoa,199179,1
376,2021-11-09 18:58,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",48596,1
377,2021-11-09 19:02,Chiiild,Awake,226733,1
378,2021-11-09 21:29,LION BABE,Treat Me Like Fire,167346,1
379,2021-11-09 21:33,rum.gold,Waiting For (feat. Jamila Woods),200214,1
380,2021-11-09 21:34,Chiiild,Awake,48815,1
381,2021-11-09 21:38,Jenevieve,Baby Powder,26811,1
382,2021-11-09 21:38,Flowervillain,so into you,223448,1
383,2021-11-09 21:42,LION BABE,Treat Me Like Fire,250706,1
384,2021-11-09 21:44,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",113473,1
385,2021-11-09 21:46,Lucky Daye,Buying Time,71690,1
386,2021-11-09 21:48,Berhana,Golden pt. 2 (feat. Mereba),137647,1
387,2021-11-09 21:51,NNAVY,Stay,188922,1
388,2021-11-09 21:54,Snoh Aalegra,Fool For You,194303,1
389,2021-11-09 21:57,Brianna Knight,So Deep,178941,1
390,2021-11-09 22:01,rum.gold,Hazel Chandeliers,206093,1
391,2021-11-09 22:04,Chelan,PATTERNS,224050,1
392,2021-11-09 22:07,Syd,Missing Out,103091,1
393,2021-11-09 22:10,UMI,Remember Me,199226,1
394,2021-11-09 22:13,Nesta,Poison,203056,1
395,2021-11-09 22:14,Cleo Sol,Shine,28640,1
396,2021-11-09 22:14,Emanuel,Addiction,14136,1
397,2021-11-09 22:26,FantasyPros - Fantasy Football Podcast,Week 9 Rapid Reaction (Ep. 795),625070,1
398,2021-11-10 20:32,The Brook & The Bluff,Don’t Go Slippin’ Away,162670,1
399,2021-11-10 20:35,The Brook & The Bluff,Doobie Bronson,203547,1
400,2021-11-10 20:38,The Brook & The Bluff,Little Sheets,186050,1
401,2021-11-10 20:42,The Brook & The Bluff,Say Goodbye,208068,1
402,2021-11-10 20:44,The Brook & The Bluff,Yard Sale,111943,1
403,2021-11-10 23:25,The Brook & The Bluff,Misnomer,5300,1
404,2021-11-10 23:25,The Brook & The Bluff,On Top of the World,11020,1
405,2021-11-10 23:25,The Brook & The Bluff,Something On Your Mind,10810,1
406,2021-11-10 23:25,The Brook & The Bluff,Petals on the Floor,730,1
407,2021-11-10 23:25,The Brook & The Bluff,Little Sheets,640,1
